"Atom number","Rang","Delta P"
"1","1","0.289"
"3","2","0.289"
"4","3","0.289"
"9","4","0.289"
"10","5","0.289"
"11","6","0.289"
"22","7","0.096"
"21","8","0.095"
"27","9","0.021"
"14","10","0.003"
"20","11","-0.185"
"23","12","-0.192"
"8","13","-0.217"
"2","14","-0.310"
"6","15","-0.327"
"26","16","-0.524"
"7","17","-0.546"
"17","18","-0.641"
"15","19","-0.644"
"5","20","-0.668"
"28","21","-0.670"
"25","22","-0.758"
"24","23","-0.781"
"13","24","-0.783"
"19","25","-0.804"
"29","26","-0.805"
"12","27","-0.831"
"16","28","-0.879"
"18","29","-0.925"
