"Atom number","Rang","Delta P"
"2","1","0.236"
"15","2","0.120"
"26","3","0.110"
"18","4","-0.113"
"37","5","-0.132"
"27","6","-0.182"
"3","7","-0.185"
"6","8","-0.185"
"17","9","-0.185"
"21","10","-0.185"
"36","11","-0.185"
"39","12","-0.185"
"22","13","-0.233"
"38","14","-0.245"
"33","15","-0.282"
"1","16","-0.290"
"28","17","-0.307"
"7","18","-0.391"
"34","19","-0.392"
"8","20","-0.412"
"16","21","-0.416"
"35","22","-0.417"
"20","23","-0.422"
"23","24","-0.472"
"30","25","-0.473"
"10","26","-0.474"
"11","27","-0.494"
"9","28","-0.499"
"14","29","-0.515"
"12","30","-0.527"
"5","31","-0.550"
"24","32","-0.555"
"31","33","-0.569"
"19","34","-0.590"
"25","35","-0.629"
"13","36","-0.647"
"4","37","-0.683"
"32","38","-0.684"
"29","39","-0.751"
