"Atom number","Rang","Delta P"
"25","1","0.124"
"40","2","0.052"
"16","3","-0.035"
"30","4","-0.044"
"32","5","-0.062"
"39","6","-0.078"
"3","7","-0.079"
"6","8","-0.079"
"8","9","-0.079"
"11","10","-0.079"
"24","11","-0.079"
"22","12","-0.114"
"12","13","-0.121"
"37","14","-0.152"
"20","15","-0.154"
"1","16","-0.156"
"31","17","-0.181"
"28","18","-0.204"
"38","19","-0.215"
"9","20","-0.229"
"10","21","-0.234"
"4","22","-0.245"
"15","23","-0.254"
"14","24","-0.259"
"18","25","-0.270"
"33","26","-0.291"
"34","27","-0.291"
"26","28","-0.309"
"36","29","-0.338"
"17","30","-0.339"
"7","31","-0.341"
"13","32","-0.350"
"5","33","-0.364"
"23","34","-0.365"
"35","35","-0.385"
"2","36","-0.389"
"19","37","-0.396"
"27","38","-0.419"
"21","39","-0.448"
"29","40","-0.502"
