"Atom number","Rang","Delta P"
"14","1","0.519"
"1","2","0.480"
"7","3","0.480"
"27","4","0.355"
"12","5","0.324"
"11","6","0.055"
"18","7","0.034"
"24","8","0.020"
"17","9","-0.065"
"25","10","-0.123"
"15","11","-0.129"
"16","12","-0.129"
"29","13","-0.172"
"21","14","-0.175"
"26","15","-0.190"
"9","16","-0.203"
"4","17","-0.206"
"10","18","-0.269"
"32","19","-0.282"
"22","20","-0.288"
"28","21","-0.303"
"30","22","-0.318"
"19","23","-0.321"
"8","24","-0.368"
"33","25","-0.368"
"23","26","-0.386"
"13","27","-0.486"
"3","28","-0.585"
"5","29","-0.585"
"20","30","-0.604"
"31","31","-0.708"
"2","32","-0.765"
"6","33","-0.765"
