"Atom number","Rang","Delta P"
"14","1","0.772"
"6","2","0.347"
"1","3","0.321"
"13","4","0.201"
"15","5","0.090"
"16","6","-0.161"
"18","7","-0.256"
"22","8","-0.256"
"17","9","-0.294"
"4","10","-0.368"
"24","11","-0.463"
"31","12","-0.463"
"20","13","-0.512"
"25","14","-0.524"
"30","15","-0.524"
"10","16","-0.581"
"27","17","-0.586"
"8","18","-0.631"
"28","19","-0.646"
"21","20","-0.648"
"23","21","-0.680"
"5","22","-0.708"
"19","23","-0.720"
"26","24","-0.728"
"9","25","-0.736"
"29","26","-0.760"
"3","27","-0.777"
"2","28","-0.809"
"11","29","-0.846"
"7","30","-0.852"
"12","31","-0.898"
