"Atom number","Rang","Delta P"
"1","1","0.024"
"10","2","-0.015"
"20","3","-0.044"
"5","4","-0.058"
"19","5","-0.068"
"21","6","-0.164"
"26","7","-0.234"
"18","8","-0.274"
"3","9","-0.337"
"7","10","-0.337"
"9","11","-0.337"
"12","12","-0.337"
"16","13","-0.337"
"23","14","-0.337"
"4","15","-0.428"
"15","16","-0.476"
"25","17","-0.573"
"17","18","-0.656"
"14","19","-0.685"
"2","20","-0.749"
"11","21","-0.805"
"24","22","-0.866"
"8","23","-0.882"
"6","24","-0.915"
"22","25","-0.915"
"13","26","-0.967"
