"Atom number","Rang","Delta P"
"28","1","0.511"
"1","2","0.452"
"21","3","0.395"
"10","4","0.317"
"15","5","0.210"
"17","6","0.120"
"18","7","0.088"
"29","8","-0.014"
"16","9","-0.036"
"8","10","-0.251"
"22","11","-0.260"
"27","12","-0.265"
"26","13","-0.274"
"31","14","-0.274"
"25","15","-0.313"
"32","16","-0.313"
"3","17","-0.333"
"7","18","-0.335"
"4","19","-0.336"
"11","20","-0.359"
"6","21","-0.384"
"5","22","-0.419"
"9","23","-0.429"
"14","24","-0.446"
"20","25","-0.456"
"2","26","-0.461"
"23","27","-0.461"
"13","28","-0.477"
"19","29","-0.527"
"33","30","-0.548"
"24","31","-0.556"
"12","32","-0.592"
"30","33","-0.608"
