"Atom number","Rang","Delta P"
"4","1","0.730"
"27","2","0.730"
"11","3","0.617"
"8","4","0.183"
"19","5","-0.142"
"10","6","-0.161"
"12","7","-0.180"
"1","8","-0.207"
"3","9","-0.207"
"9","10","-0.209"
"2","11","-0.296"
"13","12","-0.333"
"24","13","-0.333"
"14","14","-0.369"
"23","15","-0.369"
"18","16","-0.380"
"21","17","-0.380"
"5","18","-0.457"
"25","19","-0.457"
"15","20","-0.474"
"6","21","-0.483"
"26","22","-0.483"
"16","23","-0.578"
"20","24","-0.581"
"17","25","-0.596"
"22","26","-0.596"
"7","27","-0.633"
