"Atom number","Rang","Delta P"
"22","1","0.462"
"23","2","-0.041"
"19","3","-0.158"
"25","4","-0.158"
"9","5","-0.206"
"28","6","-0.206"
"3","7","-0.256"
"8","8","-0.304"
"29","9","-0.304"
"18","10","-0.331"
"26","11","-0.331"
"12","12","-0.340"
"1","13","-0.393"
"21","14","-0.448"
"20","15","-0.465"
"5","16","-0.529"
"13","17","-0.546"
"17","18","-0.551"
"2","19","-0.556"
"7","20","-0.627"
"10","21","-0.637"
"6","22","-0.668"
"24","23","-0.719"
"14","24","-0.736"
"4","25","-0.739"
"11","26","-0.759"
"16","27","-0.813"
"15","28","-0.866"
"27","29","-0.873"
