"Atom number","Rang","Delta P"
"11","1","0.608"
"19","2","0.546"
"4","3","0.331"
"8","4","0.147"
"26","5","0.094"
"10","6","-0.089"
"12","7","-0.103"
"9","8","-0.134"
"1","9","-0.233"
"3","10","-0.233"
"13","11","-0.250"
"23","12","-0.250"
"14","13","-0.280"
"22","14","-0.280"
"18","15","-0.327"
"20","16","-0.327"
"15","17","-0.348"
"2","18","-0.368"
"17","19","-0.389"
"21","20","-0.389"
"6","21","-0.415"
"25","22","-0.422"
"24","23","-0.430"
"16","24","-0.441"
"5","25","-0.545"
"27","26","-0.658"
"7","27","-0.690"
