"Atom number","Rang","Delta P"
"22","1","0.301"
"25","2","0.106"
"9","3","0.097"
"31","4","0.097"
"8","5","0.008"
"32","6","0.008"
"23","7","0.003"
"3","8","-0.002"
"12","9","-0.050"
"26","10","-0.067"
"20","11","-0.074"
"13","12","-0.096"
"18","13","-0.111"
"29","14","-0.111"
"5","15","-0.153"
"19","16","-0.161"
"28","17","-0.161"
"1","18","-0.187"
"16","19","-0.218"
"14","20","-0.245"
"27","21","-0.251"
"2","22","-0.253"
"30","23","-0.256"
"7","24","-0.258"
"21","25","-0.288"
"17","26","-0.290"
"6","27","-0.313"
"10","28","-0.323"
"24","29","-0.329"
"4","30","-0.356"
"11","31","-0.362"
"15","32","-0.604"
