"Atom number","Rang","Delta P"
"4","1","0.187"
"20","2","0.167"
"19","3","0.084"
"18","4","0.075"
"5","5","-0.088"
"1","6","-0.118"
"21","7","-0.142"
"10","8","-0.154"
"11","9","-0.281"
"3","10","-0.284"
"7","11","-0.284"
"9","12","-0.284"
"12","13","-0.284"
"16","14","-0.284"
"23","15","-0.284"
"26","16","-0.284"
"2","17","-0.300"
"6","18","-0.331"
"15","19","-0.374"
"25","20","-0.506"
"22","21","-0.613"
"17","22","-0.672"
"8","23","-0.730"
"14","24","-0.744"
"24","25","-0.879"
"13","26","-0.970"
