"Atom number","Rang","Delta P"
"25","1","0.269"
"2","2","0.213"
"23","3","0.180"
"3","4","0.096"
"9","5","0.092"
"31","6","0.092"
"22","7","0.067"
"8","8","-0.077"
"32","9","-0.077"
"18","10","-0.088"
"29","11","-0.088"
"19","12","-0.114"
"28","13","-0.114"
"12","14","-0.171"
"26","15","-0.178"
"5","16","-0.196"
"1","17","-0.224"
"20","18","-0.247"
"27","19","-0.265"
"13","20","-0.279"
"14","21","-0.307"
"7","22","-0.377"
"17","23","-0.381"
"6","24","-0.395"
"24","25","-0.405"
"21","26","-0.421"
"4","27","-0.450"
"30","28","-0.489"
"10","29","-0.497"
"11","30","-0.579"
"16","31","-0.706"
"15","32","-0.769"
