"Atom number","Rang","Delta P"
"1","1","0.092"
"26","2","0.012"
"38","3","-0.149"
"6","4","-0.222"
"29","5","-0.233"
"4","6","-0.248"
"5","7","-0.282"
"28","8","-0.289"
"43","9","-0.299"
"21","10","-0.300"
"12","11","-0.359"
"22","12","-0.370"
"30","13","-0.371"
"33","14","-0.371"
"36","15","-0.371"
"39","16","-0.371"
"42","17","-0.371"
"15","18","-0.390"
"14","19","-0.448"
"41","20","-0.450"
"34","21","-0.456"
"37","22","-0.461"
"11","23","-0.468"
"24","24","-0.483"
"9","25","-0.508"
"32","26","-0.508"
"35","27","-0.518"
"16","28","-0.521"
"25","29","-0.571"
"3","30","-0.577"
"18","31","-0.593"
"10","32","-0.610"
"19","33","-0.633"
"23","34","-0.650"
"7","35","-0.656"
"13","36","-0.667"
"8","37","-0.680"
"20","38","-0.681"
"27","39","-0.721"
"17","40","-0.722"
"40","41","-0.755"
"31","42","-0.758"
"44","43","-0.821"
"2","44","-0.848"
