"Atom number","Rang","Delta P"
"23","1","0.352"
"27","2","0.352"
"10","3","0.124"
"31","4","0.124"
"6","5","0.121"
"9","6","0.041"
"32","7","0.041"
"4","8","0.018"
"13","9","-0.014"
"21","10","-0.049"
"14","11","-0.061"
"24","12","-0.063"
"26","13","-0.063"
"19","14","-0.079"
"29","15","-0.079"
"20","16","-0.133"
"28","17","-0.133"
"22","18","-0.159"
"17","19","-0.178"
"15","20","-0.200"
"1","21","-0.205"
"30","22","-0.212"
"8","23","-0.215"
"18","24","-0.249"
"7","25","-0.270"
"11","26","-0.283"
"25","27","-0.285"
"3","28","-0.303"
"12","29","-0.321"
"5","30","-0.398"
"2","31","-0.450"
"16","32","-0.540"
