"Atom number","Rang","Delta P"
"40","1","0.167"
"23","2","0.086"
"27","3","0.078"
"17","4","0.054"
"13","5","0.025"
"20","6","-0.071"
"37","7","-0.082"
"10","8","-0.091"
"30","9","-0.096"
"33","10","-0.096"
"36","11","-0.096"
"39","12","-0.096"
"42","13","-0.096"
"2","14","-0.097"
"31","15","-0.115"
"25","16","-0.116"
"44","17","-0.169"
"1","18","-0.197"
"43","19","-0.213"
"9","20","-0.256"
"19","21","-0.258"
"26","22","-0.272"
"5","23","-0.301"
"16","24","-0.309"
"12","25","-0.315"
"6","26","-0.330"
"32","27","-0.344"
"4","28","-0.352"
"18","29","-0.366"
"24","30","-0.367"
"21","31","-0.371"
"11","32","-0.374"
"3","33","-0.395"
"34","34","-0.397"
"8","35","-0.405"
"28","36","-0.421"
"15","37","-0.424"
"41","38","-0.424"
"7","39","-0.443"
"14","40","-0.465"
"22","41","-0.468"
"29","42","-0.470"
"35","43","-0.502"
"38","44","-0.519"
