"Atom number","Rang","Delta P"
"2","1","0.428"
"1","2","0.286"
"3","3","0.164"
"23","4","0.139"
"21","5","0.118"
"22","6","0.116"
"4","7","0.109"
"7","8","0.074"
"12","9","0.074"
"14","10","0.074"
"20","11","0.074"
"24","12","0.049"
"25","13","-0.047"
"13","14","-0.066"
"16","15","-0.087"
"6","16","-0.121"
"18","17","-0.154"
"10","18","-0.159"
"5","19","-0.161"
"26","20","-0.210"
"9","21","-0.322"
"27","22","-0.444"
"15","23","-0.445"
"11","24","-0.541"
"17","25","-0.561"
"8","26","-0.594"
"19","27","-0.667"
"28","28","-0.702"
"29","29","-0.838"
