"Atom number","Rang","Delta P"
"32","1","0.627"
"14","2","-0.041"
"27","3","-0.091"
"15","4","-0.093"
"23","5","-0.183"
"13","6","-0.192"
"26","7","-0.205"
"30","8","-0.205"
"17","9","-0.244"
"24","10","-0.244"
"28","11","-0.244"
"16","12","-0.267"
"12","13","-0.397"
"25","14","-0.437"
"31","15","-0.437"
"10","16","-0.514"
"21","17","-0.532"
"20","18","-0.534"
"33","19","-0.538"
"4","20","-0.540"
"8","21","-0.553"
"22","22","-0.576"
"9","23","-0.579"
"11","24","-0.580"
"7","25","-0.608"
"6","26","-0.659"
"19","27","-0.689"
"1","28","-0.779"
"29","29","-0.825"
"2","30","-0.887"
"18","31","-0.895"
"3","32","-0.896"
"5","33","-0.907"
