"Atom number","Rang","Delta P"
"22","1","0.266"
"21","2","0.217"
"23","3","0.059"
"9","4","-0.018"
"10","5","-0.018"
"11","6","-0.018"
"27","7","-0.063"
"20","8","-0.079"
"1","9","-0.117"
"3","10","-0.117"
"4","11","-0.117"
"26","12","-0.135"
"8","13","-0.156"
"2","14","-0.251"
"6","15","-0.262"
"14","16","-0.337"
"15","17","-0.344"
"25","18","-0.425"
"16","19","-0.435"
"24","20","-0.436"
"7","21","-0.449"
"5","22","-0.490"
"17","23","-0.562"
"19","24","-0.564"
"13","25","-0.640"
"18","26","-0.649"
"12","27","-0.675"
"28","28","-0.685"
"29","29","-0.692"
