"Atom number","Rang","Delta P"
"13","1","0.209"
"11","2","-0.040"
"1","3","-0.067"
"18","4","-0.081"
"24","5","-0.086"
"21","6","-0.098"
"27","7","-0.104"
"3","8","-0.118"
"22","9","-0.240"
"17","10","-0.245"
"20","11","-0.251"
"23","12","-0.258"
"4","13","-0.293"
"14","14","-0.298"
"2","15","-0.299"
"19","16","-0.323"
"10","17","-0.346"
"7","18","-0.348"
"12","19","-0.380"
"15","20","-0.397"
"26","21","-0.397"
"5","22","-0.399"
"29","23","-0.399"
"6","24","-0.413"
"28","25","-0.413"
"8","26","-0.430"
"16","27","-0.435"
"25","28","-0.435"
"9","29","-0.469"
