"Atom number","Rang","Delta P"
"24","1","0.530"
"19","2","0.481"
"17","3","0.416"
"29","4","0.245"
"1","5","0.201"
"34","6","0.015"
"23","7","-0.064"
"20","8","-0.220"
"3","9","-0.255"
"30","10","-0.268"
"4","11","-0.270"
"18","12","-0.271"
"22","13","-0.275"
"25","14","-0.275"
"5","15","-0.282"
"21","16","-0.303"
"26","17","-0.303"
"9","18","-0.326"
"12","19","-0.334"
"10","20","-0.346"
"14","21","-0.357"
"27","22","-0.358"
"35","23","-0.394"
"36","24","-0.394"
"11","25","-0.410"
"33","26","-0.419"
"15","27","-0.426"
"7","28","-0.490"
"6","29","-0.495"
"2","30","-0.520"
"8","31","-0.540"
"32","32","-0.546"
"31","33","-0.568"
"13","34","-0.576"
"28","35","-0.594"
"16","36","-0.640"
