"Atom number","Rang","Delta P"
"19","1","0.293"
"23","2","0.293"
"6","3","0.026"
"27","4","0.026"
"5","5","-0.008"
"28","6","-0.008"
"9","7","-0.089"
"17","8","-0.126"
"20","9","-0.136"
"22","10","-0.136"
"10","11","-0.140"
"15","12","-0.154"
"25","13","-0.154"
"2","14","-0.186"
"16","15","-0.211"
"24","16","-0.211"
"18","17","-0.255"
"13","18","-0.281"
"11","19","-0.298"
"26","20","-0.308"
"14","21","-0.345"
"4","22","-0.376"
"7","23","-0.376"
"21","24","-0.389"
"1","25","-0.422"
"8","26","-0.422"
"3","27","-0.574"
"12","28","-0.705"
