"Atom number","Rang","Delta P"
"23","1","0.775"
"24","2","0.648"
"20","3","0.556"
"19","4","0.489"
"29","5","0.430"
"17","6","0.366"
"1","7","0.311"
"9","8","-0.221"
"34","9","-0.282"
"22","10","-0.345"
"25","11","-0.345"
"18","12","-0.382"
"21","13","-0.408"
"26","14","-0.408"
"36","15","-0.410"
"33","16","-0.412"
"4","17","-0.429"
"10","18","-0.430"
"35","19","-0.440"
"30","20","-0.466"
"12","21","-0.499"
"6","22","-0.506"
"32","23","-0.536"
"14","24","-0.572"
"3","25","-0.586"
"11","26","-0.598"
"2","27","-0.615"
"15","28","-0.651"
"13","29","-0.673"
"7","30","-0.685"
"5","31","-0.688"
"8","32","-0.693"
"31","33","-0.702"
"28","34","-0.720"
"27","35","-0.721"
"16","36","-0.749"
