"Atom number","Rang","Delta P"
"9","1","0.588"
"1","2","0.534"
"8","3","0.516"
"6","4","0.491"
"28","5","0.133"
"22","6","0.067"
"34","7","0.044"
"11","8","0.041"
"13","9","0.041"
"32","10","-0.026"
"33","11","-0.086"
"10","12","-0.135"
"14","13","-0.135"
"15","14","-0.150"
"12","15","-0.169"
"31","16","-0.169"
"23","17","-0.171"
"7","18","-0.203"
"24","19","-0.210"
"19","20","-0.233"
"16","21","-0.246"
"26","22","-0.246"
"29","23","-0.246"
"4","24","-0.383"
"35","25","-0.392"
"21","26","-0.434"
"25","27","-0.437"
"30","28","-0.437"
"2","29","-0.441"
"17","30","-0.443"
"20","31","-0.469"
"27","32","-0.477"
"3","33","-0.525"
"5","34","-0.545"
"18","35","-0.548"
