"Atom number","Rang","Delta P"
"23","1","0.286"
"13","2","0.278"
"9","3","0.174"
"29","4","0.173"
"32","5","0.173"
"22","6","0.157"
"28","7","0.157"
"33","8","0.157"
"24","9","0.101"
"6","10","0.071"
"10","11","0.071"
"21","12","0.057"
"12","13","0.017"
"5","14","-0.007"
"17","15","-0.021"
"18","16","-0.021"
"19","17","-0.164"
"16","18","-0.200"
"8","19","-0.237"
"27","20","-0.247"
"4","21","-0.292"
"2","22","-0.352"
"30","23","-0.354"
"14","24","-0.364"
"31","25","-0.383"
"26","26","-0.475"
"1","27","-0.480"
"15","28","-0.548"
"20","29","-0.558"
"25","30","-0.611"
"3","31","-0.620"
"11","32","-0.629"
"7","33","-0.648"
