"Atom number","Rang","Delta P"
"22","1","0.042"
"26","2","0.042"
"9","3","-0.049"
"33","4","-0.049"
"3","5","-0.090"
"19","6","-0.102"
"30","7","-0.102"
"20","8","-0.161"
"8","9","-0.162"
"34","10","-0.162"
"18","11","-0.185"
"31","12","-0.185"
"12","13","-0.187"
"1","14","-0.231"
"21","15","-0.270"
"24","16","-0.372"
"28","17","-0.372"
"5","18","-0.374"
"23","19","-0.387"
"27","20","-0.387"
"13","21","-0.403"
"2","22","-0.407"
"17","23","-0.411"
"7","24","-0.487"
"10","25","-0.501"
"25","26","-0.510"
"29","27","-0.510"
"6","28","-0.512"
"14","29","-0.602"
"4","30","-0.613"
"11","31","-0.637"
"16","32","-0.698"
"15","33","-0.761"
"32","34","-0.771"
