"Atom number","Rang","Delta P"
"12","1","0.207"
"27","2","0.163"
"16","3","0.155"
"22","4","0.147"
"4","5","0.106"
"6","6","0.019"
"8","7","0.019"
"14","8","0.019"
"21","9","0.019"
"23","10","0.006"
"9","11","-0.050"
"3","12","-0.074"
"10","13","-0.105"
"13","14","-0.165"
"1","15","-0.218"
"17","16","-0.309"
"19","17","-0.353"
"26","18","-0.402"
"29","19","-0.406"
"25","20","-0.446"
"15","21","-0.645"
"24","22","-0.665"
"2","23","-0.678"
"11","24","-0.704"
"30","25","-0.704"
"28","26","-0.736"
"20","27","-0.768"
"7","28","-0.793"
"18","29","-0.824"
"5","30","-0.864"
