"Atom number","Rang","Delta P"
"13","1","0.442"
"2","2","0.376"
"9","3","0.277"
"16","4","0.032"
"7","5","-0.117"
"5","6","-0.224"
"23","7","-0.224"
"1","8","-0.261"
"4","9","-0.284"
"25","10","-0.284"
"32","11","-0.284"
"14","12","-0.343"
"6","13","-0.365"
"26","14","-0.371"
"31","15","-0.371"
"8","16","-0.399"
"24","17","-0.409"
"19","18","-0.416"
"20","19","-0.442"
"28","20","-0.496"
"22","21","-0.508"
"15","22","-0.551"
"29","23","-0.565"
"27","24","-0.575"
"33","25","-0.584"
"17","26","-0.621"
"10","27","-0.676"
"11","28","-0.677"
"30","29","-0.681"
"12","30","-0.689"
"21","31","-0.706"
"18","32","-0.718"
"3","33","-0.831"
