"Atom number","Rang","Delta P"
"11","1","0.284"
"20","2","0.284"
"15","3","0.245"
"24","4","0.245"
"14","5","0.039"
"16","6","0.039"
"23","7","0.039"
"25","8","0.039"
"18","9","-0.142"
"12","10","-0.147"
"21","11","-0.147"
"5","12","-0.226"
"9","13","-0.238"
"27","14","-0.238"
"10","15","-0.291"
"28","16","-0.291"
"8","17","-0.316"
"13","18","-0.319"
"17","19","-0.319"
"22","20","-0.319"
"26","21","-0.319"
"7","22","-0.322"
"19","23","-0.359"
"4","24","-0.432"
"1","25","-0.515"
"6","26","-0.563"
"3","27","-0.797"
"2","28","-0.827"
