"Atom number","Rang","Delta P"
"10","1","-0.205"
"36","2","-0.239"
"14","3","-0.261"
"20","4","-0.340"
"1","5","-0.343"
"3","6","-0.353"
"6","7","-0.353"
"8","8","-0.353"
"11","9","-0.353"
"24","10","-0.353"
"17","11","-0.364"
"34","12","-0.378"
"2","13","-0.386"
"35","14","-0.394"
"28","15","-0.406"
"31","16","-0.433"
"4","17","-0.493"
"18","18","-0.515"
"23","19","-0.515"
"32","20","-0.546"
"26","21","-0.548"
"39","22","-0.622"
"38","23","-0.660"
"5","24","-0.685"
"22","25","-0.702"
"33","26","-0.704"
"9","27","-0.710"
"40","28","-0.743"
"30","29","-0.745"
"12","30","-0.752"
"29","31","-0.761"
"16","32","-0.763"
"15","33","-0.767"
"27","34","-0.810"
"7","35","-0.815"
"19","36","-0.839"
"37","37","-0.856"
"25","38","-0.872"
"21","39","-0.893"
"13","40","-0.904"
