"Atom number","Rang","Delta P"
"16","1","0.662"
"12","2","0.184"
"1","3","0.150"
"10","4","0.120"
"9","5","0.077"
"30","6","0.068"
"8","7","0.019"
"29","8","-0.025"
"34","9","-0.036"
"22","10","-0.038"
"11","11","-0.054"
"35","12","-0.054"
"31","13","-0.060"
"28","14","-0.087"
"23","15","-0.109"
"24","16","-0.109"
"4","17","-0.117"
"19","18","-0.127"
"26","19","-0.131"
"2","20","-0.149"
"27","21","-0.160"
"14","22","-0.204"
"17","23","-0.208"
"20","24","-0.221"
"25","25","-0.237"
"21","26","-0.257"
"15","27","-0.276"
"3","28","-0.277"
"33","29","-0.291"
"18","30","-0.304"
"7","31","-0.311"
"13","32","-0.317"
"6","33","-0.322"
"5","34","-0.399"
"32","35","-0.483"
