"Atom number","Rang","Delta P"
"2","1","0.299"
"13","2","0.140"
"21","3","0.110"
"14","4","-0.028"
"24","5","-0.094"
"20","6","-0.237"
"19","7","-0.260"
"6","8","-0.291"
"27","9","-0.292"
"7","10","-0.419"
"9","11","-0.423"
"26","12","-0.448"
"22","13","-0.474"
"16","14","-0.528"
"8","15","-0.532"
"10","16","-0.562"
"23","17","-0.587"
"3","18","-0.600"
"4","19","-0.600"
"1","20","-0.604"
"15","21","-0.612"
"17","22","-0.630"
"11","23","-0.676"
"12","24","-0.681"
"25","25","-0.692"
"5","26","-0.737"
"18","27","-0.792"
