"Atom number","Rang","Delta P"
"16","1","0.159"
"25","2","0.096"
"29","3","0.096"
"21","4","-0.046"
"14","5","-0.049"
"24","6","-0.078"
"28","7","-0.078"
"4","8","-0.080"
"32","9","-0.116"
"1","10","-0.126"
"6","11","-0.139"
"2","12","-0.192"
"20","13","-0.205"
"23","14","-0.242"
"27","15","-0.242"
"22","16","-0.259"
"26","17","-0.259"
"17","18","-0.306"
"3","19","-0.311"
"19","20","-0.361"
"30","21","-0.361"
"5","22","-0.369"
"7","23","-0.380"
"13","24","-0.394"
"10","25","-0.396"
"18","26","-0.398"
"31","27","-0.398"
"15","28","-0.420"
"8","29","-0.464"
"34","30","-0.464"
"9","31","-0.466"
"33","32","-0.466"
"11","33","-0.486"
"12","34","-0.522"
