"Atom number","Rang","Delta P"
"5","1","0.657"
"30","2","-0.087"
"1","3","-0.099"
"25","4","-0.136"
"16","5","-0.158"
"6","6","-0.216"
"4","7","-0.242"
"2","8","-0.245"
"15","9","-0.247"
"3","10","-0.301"
"21","11","-0.313"
"22","12","-0.326"
"8","13","-0.346"
"7","14","-0.382"
"12","15","-0.393"
"28","16","-0.396"
"29","17","-0.396"
"9","18","-0.420"
"13","19","-0.444"
"18","20","-0.444"
"20","21","-0.460"
"14","22","-0.472"
"17","23","-0.472"
"27","24","-0.473"
"23","25","-0.475"
"11","26","-0.557"
"24","27","-0.608"
"10","28","-0.674"
"19","29","-0.680"
"26","30","-0.738"
