"Atom number","Rang","Delta P"
"26","1","0.678"
"12","2","0.429"
"27","3","0.061"
"11","4","0.060"
"13","5","0.060"
"4","6","-0.009"
"25","7","-0.048"
"30","8","-0.080"
"31","9","-0.080"
"32","10","-0.080"
"18","11","-0.117"
"20","12","-0.124"
"7","13","-0.143"
"1","14","-0.147"
"17","15","-0.153"
"9","16","-0.164"
"16","17","-0.183"
"10","18","-0.205"
"6","19","-0.222"
"8","20","-0.228"
"21","21","-0.245"
"14","22","-0.260"
"23","23","-0.283"
"2","24","-0.313"
"15","25","-0.398"
"5","26","-0.433"
"24","27","-0.435"
"29","28","-0.443"
"28","29","-0.490"
"19","30","-0.547"
"22","31","-0.631"
"3","32","-0.653"
