"Atom number","Rang","Delta P"
"1","1","0.495"
"19","2","0.107"
"18","3","0.100"
"11","4","-0.023"
"28","5","-0.023"
"10","6","-0.039"
"29","7","-0.039"
"27","8","-0.140"
"30","9","-0.174"
"14","10","-0.213"
"3","11","-0.251"
"9","12","-0.254"
"32","13","-0.280"
"16","14","-0.292"
"22","15","-0.293"
"24","16","-0.308"
"25","17","-0.308"
"26","18","-0.308"
"15","19","-0.315"
"12","20","-0.316"
"20","21","-0.322"
"6","22","-0.324"
"13","23","-0.335"
"4","24","-0.339"
"23","25","-0.341"
"17","26","-0.355"
"21","27","-0.355"
"31","28","-0.356"
"2","29","-0.417"
"8","30","-0.449"
"7","31","-0.453"
"5","32","-0.463"
