"Atom number","Rang","Delta P"
"30","1","0.608"
"31","2","0.557"
"13","3","0.295"
"35","4","0.269"
"25","5","0.263"
"26","6","0.151"
"24","7","0.130"
"6","8","0.110"
"21","9","0.061"
"23","10","0.034"
"1","11","0.008"
"4","12","0.002"
"27","13","0.000"
"8","14","-0.005"
"7","15","-0.028"
"19","16","-0.044"
"34","17","-0.080"
"3","18","-0.100"
"33","19","-0.103"
"29","20","-0.117"
"14","21","-0.123"
"32","22","-0.130"
"17","23","-0.132"
"12","24","-0.138"
"15","25","-0.139"
"16","26","-0.139"
"37","27","-0.148"
"18","28","-0.159"
"10","29","-0.171"
"2","30","-0.180"
"36","31","-0.281"
"9","32","-0.283"
"20","33","-0.284"
"11","34","-0.291"
"28","35","-0.299"
"22","36","-0.360"
"5","37","-0.623"
