"Atom number","Rang","Delta P"
"40","1","0.034"
"36","2","-0.232"
"1","3","-0.236"
"34","4","-0.310"
"3","5","-0.333"
"6","6","-0.333"
"8","7","-0.333"
"11","8","-0.333"
"24","9","-0.333"
"20","10","-0.393"
"41","11","-0.418"
"39","12","-0.429"
"42","13","-0.429"
"17","14","-0.443"
"35","15","-0.514"
"28","16","-0.520"
"31","17","-0.524"
"33","18","-0.531"
"38","19","-0.534"
"37","20","-0.577"
"26","21","-0.578"
"18","22","-0.582"
"32","23","-0.598"
"4","24","-0.622"
"2","25","-0.623"
"23","26","-0.658"
"14","27","-0.681"
"30","28","-0.688"
"22","29","-0.711"
"12","30","-0.755"
"10","31","-0.773"
"16","32","-0.779"
"29","33","-0.789"
"9","34","-0.809"
"15","35","-0.829"
"5","36","-0.849"
"27","37","-0.876"
"19","38","-0.879"
"25","39","-0.913"
"13","40","-0.914"
"21","41","-0.914"
"7","42","-0.916"
