"Atom number","Rang","Delta P"
"31","1","0.293"
"29","2","-0.067"
"33","3","-0.073"
"8","4","-0.074"
"21","5","-0.076"
"13","6","-0.083"
"16","7","-0.083"
"6","8","-0.098"
"24","9","-0.115"
"42","10","-0.119"
"26","11","-0.130"
"5","12","-0.186"
"41","13","-0.200"
"50","14","-0.201"
"25","15","-0.209"
"28","16","-0.216"
"30","17","-0.216"
"32","18","-0.216"
"4","19","-0.230"
"38","20","-0.249"
"1","21","-0.260"
"27","22","-0.282"
"12","23","-0.297"
"23","24","-0.297"
"17","25","-0.302"
"22","26","-0.309"
"9","27","-0.320"
"20","28","-0.321"
"7","29","-0.358"
"2","30","-0.387"
"49","31","-0.401"
"10","32","-0.411"
"48","33","-0.411"
"11","34","-0.415"
"47","35","-0.415"
"14","36","-0.424"
"15","37","-0.424"
"45","38","-0.424"
"46","39","-0.424"
"18","40","-0.443"
"44","41","-0.443"
"35","42","-0.447"
"39","43","-0.460"
"40","44","-0.477"
"37","45","-0.483"
"34","46","-0.485"
"19","47","-0.501"
"43","48","-0.501"
"36","49","-0.510"
"3","50","-0.528"
