"Atom number","Rang","Delta P"
"20","1","0.001"
"11","2","-0.009"
"8","3","-0.044"
"24","4","-0.059"
"2","5","-0.061"
"17","6","-0.069"
"28","7","-0.127"
"9","8","-0.144"
"25","9","-0.152"
"1","10","-0.165"
"18","11","-0.165"
"12","12","-0.169"
"27","13","-0.257"
"10","14","-0.268"
"21","15","-0.334"
"19","16","-0.360"
"15","17","-0.379"
"3","18","-0.409"
"30","19","-0.420"
"16","20","-0.422"
"26","21","-0.429"
"4","22","-0.446"
"13","23","-0.459"
"7","24","-0.460"
"14","25","-0.481"
"29","26","-0.542"
"5","27","-0.550"
"22","28","-0.561"
"6","29","-0.572"
"23","30","-0.776"
