"Atom number","Rang","Delta P"
"2","1","0.338"
"13","2","0.288"
"21","3","0.167"
"14","4","0.011"
"20","5","-0.045"
"24","6","-0.049"
"6","7","-0.096"
"7","8","-0.100"
"19","9","-0.114"
"27","10","-0.135"
"23","11","-0.209"
"9","12","-0.258"
"26","13","-0.277"
"11","14","-0.307"
"8","15","-0.353"
"10","16","-0.362"
"22","17","-0.367"
"15","18","-0.385"
"1","19","-0.392"
"3","20","-0.400"
"4","21","-0.400"
"25","22","-0.401"
"16","23","-0.446"
"17","24","-0.460"
"5","25","-0.476"
"12","26","-0.618"
"18","27","-0.633"
