"Atom number","Rang","Delta P"
"22","1","0.258"
"1","2","0.125"
"24","3","0.053"
"26","4","0.053"
"13","5","0.032"
"3","6","0.020"
"4","7","0.015"
"17","8","-0.032"
"10","9","-0.050"
"31","10","-0.050"
"9","11","-0.061"
"32","12","-0.061"
"25","13","-0.070"
"19","14","-0.086"
"29","15","-0.086"
"15","16","-0.148"
"5","17","-0.160"
"18","18","-0.167"
"14","19","-0.223"
"6","20","-0.252"
"7","21","-0.253"
"23","22","-0.265"
"27","23","-0.265"
"21","24","-0.287"
"30","25","-0.293"
"20","26","-0.303"
"28","27","-0.303"
"11","28","-0.366"
"8","29","-0.373"
"12","30","-0.451"
"2","31","-0.481"
"16","32","-0.520"
