"Atom number","Rang","Delta P"
"6","1","0.153"
"24","2","0.078"
"26","3","0.078"
"4","4","0.027"
"2","5","0.013"
"10","6","0.010"
"31","7","0.010"
"23","8","-0.062"
"27","9","-0.062"
"9","10","-0.164"
"32","11","-0.164"
"19","12","-0.175"
"29","13","-0.175"
"20","14","-0.216"
"28","15","-0.216"
"13","16","-0.259"
"1","17","-0.342"
"21","18","-0.354"
"14","19","-0.365"
"15","20","-0.398"
"22","21","-0.414"
"3","22","-0.429"
"8","23","-0.455"
"18","24","-0.458"
"7","25","-0.475"
"25","26","-0.487"
"30","27","-0.566"
"11","28","-0.571"
"5","29","-0.582"
"12","30","-0.653"
"17","31","-0.767"
"16","32","-0.819"
