"Atom number","Rang","Delta P"
"2","1","0.229"
"14","2","0.146"
"20","3","-0.040"
"10","4","-0.100"
"13","5","-0.104"
"29","6","-0.149"
"15","7","-0.156"
"16","8","-0.201"
"27","9","-0.201"
"24","10","-0.241"
"25","11","-0.241"
"28","12","-0.277"
"35","13","-0.281"
"17","14","-0.296"
"26","15","-0.296"
"21","16","-0.299"
"9","17","-0.300"
"32","18","-0.312"
"23","19","-0.326"
"4","20","-0.396"
"7","21","-0.396"
"30","22","-0.396"
"33","23","-0.396"
"36","24","-0.396"
"3","25","-0.442"
"6","26","-0.449"
"11","27","-0.642"
"8","28","-0.672"
"18","29","-0.709"
"5","30","-0.777"
"1","31","-0.814"
"37","32","-0.814"
"12","33","-0.841"
"31","34","-0.847"
"34","35","-0.847"
"22","36","-0.905"
"19","37","-0.955"
