"Atom number","Rang","Delta P"
"11","1","0.783"
"4","2","0.754"
"27","3","0.754"
"8","4","0.644"
"19","5","0.153"
"12","6","0.093"
"13","7","0.084"
"24","8","0.084"
"14","9","0.070"
"23","10","0.070"
"1","11","0.012"
"3","12","0.012"
"10","13","-0.038"
"9","14","-0.114"
"2","15","-0.242"
"18","16","-0.355"
"21","17","-0.355"
"5","18","-0.442"
"25","19","-0.442"
"6","20","-0.470"
"26","21","-0.470"
"15","22","-0.472"
"7","23","-0.485"
"17","24","-0.522"
"22","25","-0.522"
"16","26","-0.523"
"20","27","-0.608"
