"Atom number","Rang","Delta P"
"1","1","0.525"
"7","2","0.525"
"12","3","0.490"
"27","4","0.452"
"14","5","0.447"
"4","6","0.048"
"18","7","0.044"
"24","8","0.043"
"11","9","0.042"
"25","10","0.010"
"19","11","-0.028"
"29","12","-0.053"
"15","13","-0.076"
"16","14","-0.076"
"9","15","-0.078"
"8","16","-0.094"
"33","17","-0.094"
"17","18","-0.101"
"32","19","-0.118"
"10","20","-0.189"
"28","21","-0.199"
"26","22","-0.210"
"22","23","-0.240"
"21","24","-0.249"
"23","25","-0.264"
"30","26","-0.331"
"3","27","-0.340"
"5","28","-0.340"
"20","29","-0.482"
"31","30","-0.505"
"2","31","-0.556"
"6","32","-0.556"
"13","33","-0.579"
