"Atom number","Rang","Delta P"
"17","1","0.182"
"15","2","-0.037"
"1","3","-0.050"
"5","4","-0.065"
"22","5","-0.067"
"25","6","-0.088"
"3","7","-0.093"
"30","8","-0.095"
"7","9","-0.111"
"21","10","-0.194"
"24","11","-0.218"
"26","12","-0.218"
"2","13","-0.221"
"18","14","-0.228"
"23","15","-0.232"
"27","16","-0.232"
"6","17","-0.245"
"8","18","-0.252"
"4","19","-0.256"
"14","20","-0.269"
"11","21","-0.270"
"16","22","-0.278"
"19","23","-0.314"
"29","24","-0.314"
"9","25","-0.326"
"32","26","-0.326"
"10","27","-0.327"
"31","28","-0.327"
"12","29","-0.337"
"20","30","-0.337"
"28","31","-0.337"
"13","32","-0.364"
