"Atom number","Rang","Delta P"
"1","1","0.746"
"3","2","0.343"
"27","3","0.268"
"26","4","0.264"
"4","5","0.207"
"19","6","0.174"
"2","7","0.132"
"20","8","0.103"
"6","9","0.076"
"21","10","0.076"
"12","11","0.058"
"18","12","0.058"
"25","13","-0.092"
"13","14","-0.140"
"17","15","-0.140"
"28","16","-0.153"
"8","17","-0.166"
"5","18","-0.185"
"15","19","-0.348"
"11","20","-0.383"
"16","21","-0.424"
"14","22","-0.448"
"23","23","-0.451"
"10","24","-0.495"
"9","25","-0.515"
"30","26","-0.580"
"29","27","-0.592"
"24","28","-0.631"
"22","29","-0.653"
"7","30","-0.712"
