"Atom number","Rang","Delta P"
"1","1","0.588"
"6","2","0.440"
"11","3","0.294"
"13","4","0.294"
"8","5","0.289"
"22","6","-0.019"
"7","7","-0.137"
"15","8","-0.169"
"10","9","-0.191"
"14","10","-0.191"
"32","11","-0.227"
"9","12","-0.236"
"16","13","-0.256"
"23","14","-0.277"
"24","15","-0.291"
"25","16","-0.298"
"30","17","-0.298"
"26","18","-0.313"
"29","19","-0.313"
"33","20","-0.329"
"12","21","-0.335"
"4","22","-0.353"
"19","23","-0.367"
"28","24","-0.416"
"27","25","-0.419"
"21","26","-0.424"
"20","27","-0.438"
"2","28","-0.462"
"3","29","-0.507"
"18","30","-0.510"
"34","31","-0.516"
"17","32","-0.563"
"5","33","-0.576"
"35","34","-0.579"
"31","35","-0.691"
