"Atom number","Rang","Delta P"
"2","1","0.250"
"1","2","0.237"
"14","3","0.164"
"6","4","0.143"
"12","5","0.138"
"3","6","0.135"
"9","7","0.125"
"8","8","0.054"
"30","9","0.047"
"17","10","0.026"
"32","11","0.016"
"31","12","0.005"
"21","13","-0.117"
"7","14","-0.121"
"4","15","-0.139"
"5","16","-0.160"
"15","17","-0.189"
"13","18","-0.198"
"16","19","-0.204"
"23","20","-0.225"
"18","21","-0.244"
"29","22","-0.258"
"22","23","-0.260"
"24","24","-0.274"
"11","25","-0.277"
"26","26","-0.283"
"27","27","-0.283"
"28","28","-0.283"
"20","29","-0.334"
"19","30","-0.356"
"25","31","-0.403"
"10","32","-0.529"
