"Atom number","Rang","Delta P"
"25","1","0.358"
"23","2","0.336"
"5","3","0.121"
"6","4","0.053"
"28","5","0.006"
"27","6","-0.031"
"4","7","-0.236"
"20","8","-0.248"
"16","9","-0.360"
"12","10","-0.462"
"19","11","-0.478"
"15","12","-0.523"
"7","13","-0.581"
"11","14","-0.635"
"17","15","-0.639"
"13","16","-0.669"
"21","17","-0.687"
"10","18","-0.726"
"26","19","-0.737"
"22","20","-0.743"
"24","21","-0.744"
"1","22","-0.757"
"2","23","-0.766"
"14","24","-0.800"
"18","25","-0.800"
"9","26","-0.813"
"8","27","-0.886"
"3","28","-0.913"
