"Atom number","Rang","Delta P"
"2","1","0.384"
"15","2","0.321"
"26","3","0.162"
"37","4","0.023"
"38","5","-0.012"
"18","6","-0.036"
"1","7","-0.076"
"3","8","-0.083"
"6","9","-0.083"
"17","10","-0.083"
"21","11","-0.083"
"36","12","-0.083"
"39","13","-0.083"
"27","14","-0.097"
"28","15","-0.116"
"35","16","-0.143"
"16","17","-0.164"
"20","18","-0.203"
"33","19","-0.204"
"7","20","-0.243"
"9","21","-0.300"
"34","22","-0.300"
"14","23","-0.320"
"8","24","-0.323"
"5","25","-0.343"
"11","26","-0.352"
"10","27","-0.379"
"30","28","-0.433"
"19","29","-0.455"
"12","30","-0.458"
"24","31","-0.532"
"23","32","-0.536"
"31","33","-0.540"
"22","34","-0.542"
"4","35","-0.586"
"13","36","-0.588"
"32","37","-0.673"
"25","38","-0.708"
"29","39","-0.739"
