"Atom number","Rang","Delta P"
"31","1","0.405"
"23","2","0.328"
"7","3","0.223"
"3","4","0.041"
"1","5","0.019"
"2","6","-0.067"
"32","7","-0.148"
"16","8","-0.311"
"24","9","-0.312"
"28","10","-0.335"
"20","11","-0.371"
"26","12","-0.371"
"21","13","-0.381"
"25","14","-0.381"
"8","15","-0.402"
"22","16","-0.402"
"27","17","-0.417"
"4","18","-0.423"
"6","19","-0.450"
"14","20","-0.457"
"9","21","-0.486"
"13","22","-0.499"
"5","23","-0.503"
"10","24","-0.511"
"17","25","-0.546"
"18","26","-0.546"
"33","27","-0.555"
"11","28","-0.563"
"34","29","-0.573"
"19","30","-0.613"
"29","31","-0.642"
"12","32","-0.655"
"15","33","-0.753"
"30","34","-0.811"
