"Atom number","Rang","Delta P"
"22","1","0.325"
"20","2","0.246"
"6","3","0.154"
"28","4","0.154"
"19","5","0.132"
"5","6","-0.017"
"29","7","-0.017"
"15","8","-0.036"
"26","9","-0.036"
"16","10","-0.059"
"25","11","-0.059"
"9","12","-0.110"
"23","13","-0.120"
"17","14","-0.190"
"24","15","-0.210"
"10","16","-0.227"
"11","17","-0.256"
"2","18","-0.338"
"14","19","-0.341"
"21","20","-0.357"
"18","21","-0.387"
"1","22","-0.403"
"4","23","-0.413"
"3","24","-0.433"
"27","25","-0.450"
"7","26","-0.460"
"8","27","-0.546"
"13","28","-0.695"
"12","29","-0.764"
