"Atom number","Rang","Delta P"
"17","1","0.021"
"21","2","0.021"
"12","3","0.019"
"15","4","-0.001"
"7","5","-0.084"
"6","6","-0.085"
"25","7","-0.085"
"16","8","-0.167"
"1","9","-0.209"
"3","10","-0.209"
"4","11","-0.327"
"26","12","-0.327"
"19","13","-0.398"
"2","14","-0.425"
"14","15","-0.431"
"22","16","-0.431"
"5","17","-0.435"
"24","18","-0.435"
"13","19","-0.499"
"23","20","-0.499"
"18","21","-0.501"
"20","22","-0.501"
"11","23","-0.518"
"8","24","-0.533"
"9","25","-0.578"
"10","26","-0.670"
