"Atom number","Rang","Delta P"
"16","1","0.253"
"1","2","0.068"
"10","3","-0.071"
"30","4","-0.091"
"9","5","-0.102"
"23","6","-0.106"
"24","7","-0.106"
"8","8","-0.122"
"2","9","-0.132"
"12","10","-0.176"
"22","11","-0.179"
"17","12","-0.220"
"11","13","-0.237"
"29","14","-0.237"
"4","15","-0.252"
"34","16","-0.255"
"19","17","-0.260"
"18","18","-0.285"
"3","19","-0.293"
"35","20","-0.297"
"26","21","-0.307"
"15","22","-0.326"
"14","23","-0.339"
"25","24","-0.349"
"5","25","-0.356"
"28","26","-0.356"
"20","27","-0.367"
"31","28","-0.371"
"13","29","-0.384"
"6","30","-0.386"
"7","31","-0.388"
"27","32","-0.464"
"33","33","-0.523"
"32","34","-0.526"
"21","35","-0.620"
