"Atom number","Rang","Delta P"
"5","1","0.458"
"18","2","0.314"
"14","3","0.260"
"2","4","0.151"
"1","5","0.144"
"12","6","0.128"
"17","7","0.089"
"6","8","0.059"
"3","9","0.044"
"9","10","0.003"
"30","11","-0.055"
"32","12","-0.075"
"7","13","-0.082"
"21","14","-0.099"
"4","15","-0.157"
"29","16","-0.158"
"31","17","-0.192"
"26","18","-0.198"
"27","19","-0.198"
"28","20","-0.198"
"8","21","-0.261"
"11","22","-0.298"
"10","23","-0.309"
"23","24","-0.362"
"15","25","-0.437"
"22","26","-0.444"
"24","27","-0.459"
"19","28","-0.496"
"13","29","-0.497"
"20","30","-0.506"
"16","31","-0.517"
"25","32","-0.526"
