"Atom number","Rang","Delta P"
"36","1","0.408"
"40","2","0.148"
"20","3","-0.002"
"23","4","-0.019"
"3","5","-0.051"
"6","6","-0.051"
"8","7","-0.051"
"11","8","-0.051"
"24","9","-0.051"
"1","10","-0.087"
"28","11","-0.107"
"10","12","-0.141"
"9","13","-0.159"
"12","14","-0.165"
"22","15","-0.165"
"39","16","-0.165"
"42","17","-0.165"
"34","18","-0.201"
"41","19","-0.204"
"17","20","-0.232"
"18","21","-0.250"
"38","22","-0.281"
"14","23","-0.293"
"2","24","-0.295"
"26","25","-0.303"
"7","26","-0.334"
"19","27","-0.337"
"4","28","-0.345"
"32","29","-0.362"
"31","30","-0.366"
"35","31","-0.412"
"33","32","-0.432"
"5","33","-0.448"
"30","34","-0.461"
"13","35","-0.500"
"21","36","-0.538"
"27","37","-0.540"
"29","38","-0.567"
"15","39","-0.574"
"25","40","-0.651"
"16","41","-0.671"
"37","42","-0.697"
