"Atom number","Rang","Delta P"
"14","1","0.461"
"16","2","0.350"
"26","3","0.320"
"30","4","0.320"
"27","5","0.221"
"15","6","0.154"
"4","7","0.126"
"17","8","-0.057"
"24","9","-0.057"
"28","10","-0.057"
"32","11","-0.066"
"23","12","-0.087"
"13","13","-0.241"
"25","14","-0.270"
"31","15","-0.270"
"9","16","-0.290"
"12","17","-0.301"
"10","18","-0.325"
"8","19","-0.334"
"21","20","-0.352"
"20","21","-0.361"
"6","22","-0.476"
"7","23","-0.511"
"19","24","-0.530"
"33","25","-0.578"
"1","26","-0.623"
"29","27","-0.701"
"2","28","-0.735"
"18","29","-0.749"
"11","30","-0.750"
"3","31","-0.767"
"22","32","-0.788"
"5","33","-0.813"
