"Atom number","Rang","Delta P"
"4","1","0.797"
"26","2","0.797"
"11","3","0.694"
"19","4","0.628"
"8","5","0.261"
"10","6","-0.110"
"12","7","-0.131"
"1","8","-0.160"
"3","9","-0.160"
"9","10","-0.166"
"2","11","-0.250"
"13","12","-0.301"
"23","13","-0.301"
"14","14","-0.335"
"22","15","-0.335"
"18","16","-0.399"
"20","17","-0.399"
"5","18","-0.426"
"24","19","-0.426"
"15","20","-0.438"
"6","21","-0.449"
"25","22","-0.449"
"17","23","-0.489"
"21","24","-0.489"
"16","25","-0.569"
"7","26","-0.610"
