"Atom number","Rang","Delta P"
"28","1","0.013"
"26","2","-0.009"
"29","3","-0.009"
"19","4","-0.015"
"2","5","-0.026"
"5","6","-0.034"
"21","7","-0.046"
"34","8","-0.053"
"9","9","-0.077"
"31","10","-0.087"
"23","11","-0.098"
"12","12","-0.106"
"1","13","-0.150"
"24","14","-0.180"
"27","15","-0.180"
"22","16","-0.184"
"8","17","-0.208"
"32","18","-0.208"
"33","19","-0.208"
"20","20","-0.211"
"6","21","-0.218"
"25","22","-0.221"
"30","23","-0.221"
"11","24","-0.240"
"13","25","-0.240"
"35","26","-0.243"
"4","27","-0.253"
"7","28","-0.253"
"17","29","-0.281"
"10","30","-0.283"
"14","31","-0.283"
"18","32","-0.286"
"15","33","-0.318"
"3","34","-0.324"
"16","35","-0.336"
