"Atom number","Rang","Delta P"
"23","1","0.515"
"25","2","0.515"
"22","3","0.243"
"26","4","0.243"
"12","5","0.162"
"3","6","0.122"
"9","7","0.096"
"30","8","0.096"
"1","9","0.081"
"18","10","0.078"
"28","11","0.078"
"14","12","-0.009"
"17","13","-0.026"
"8","14","-0.059"
"31","15","-0.059"
"21","16","-0.072"
"13","17","-0.132"
"19","18","-0.174"
"27","19","-0.174"
"20","20","-0.178"
"2","21","-0.179"
"29","22","-0.184"
"10","23","-0.185"
"16","24","-0.194"
"11","25","-0.209"
"15","26","-0.232"
"5","27","-0.246"
"24","28","-0.272"
"7","29","-0.402"
"6","30","-0.461"
"4","31","-0.582"
