"Atom number","Rang","Delta P"
"25","1","0.180"
"6","2","0.140"
"12","3","-0.024"
"4","4","-0.038"
"5","5","-0.106"
"23","6","-0.108"
"28","7","-0.117"
"19","8","-0.160"
"16","9","-0.284"
"27","10","-0.331"
"20","11","-0.412"
"10","12","-0.445"
"15","13","-0.450"
"17","14","-0.457"
"7","15","-0.484"
"11","16","-0.506"
"13","17","-0.514"
"2","18","-0.612"
"1","19","-0.633"
"14","20","-0.687"
"18","21","-0.687"
"26","22","-0.705"
"22","23","-0.753"
"24","24","-0.759"
"9","25","-0.794"
"8","26","-0.800"
"21","27","-0.811"
"3","28","-0.897"
