"Atom number","Rang","Delta P"
"23","1","0.410"
"22","2","0.336"
"21","3","0.184"
"3","4","-0.035"
"12","5","-0.052"
"1","6","-0.072"
"16","7","-0.125"
"19","8","-0.138"
"25","9","-0.138"
"9","10","-0.140"
"28","11","-0.140"
"8","12","-0.152"
"29","13","-0.152"
"18","14","-0.154"
"26","15","-0.154"
"2","16","-0.254"
"4","17","-0.272"
"14","18","-0.279"
"17","19","-0.326"
"13","20","-0.350"
"20","21","-0.396"
"5","22","-0.418"
"6","23","-0.432"
"27","24","-0.442"
"10","25","-0.507"
"24","26","-0.507"
"7","27","-0.526"
"11","28","-0.585"
"15","29","-0.668"
